Health Center Site Fact Identification Number,Site Name,UDS Number,Site Telephone Number,Site Web Address,Operating Hours per Week,Health Center Grantee Identification Number,Grant Number,Grantee Name,Grantee Organization Type Description,Migrant Health Centers HRSA Grant Subprogram Indicator,Community Health HRSA Grant Subprogram Indicator,School Based Health Center HRSA Grant Subprogram Indicator,Public Housing HRSA Grant Subprogram Indicator,Health Care for the Homeless HRSA Grant Subprogram Indicator,Site Address Identification Number,Site Address Source System Identification Number,Enterprise Site Repository Source ID,Site Data Source,Site Address,Site City,Site State Abbreviation,Site Postal Code,U.S. - Mexico Border 100 Kilometer Indicator,Health Center Site Population Type Description,Health Center Location Setting Identification Number,Health Center Service Delivery Site Location Setting Description,Health Center Status Identification Number,Site Status Description,Health Center Location Identification Number,Health Center Location Type Description,Health Center Type Identification Number,Health Center Type Description,Health Center Operator Identification Number,Health Center Operator Description,Health Center Operating Schedule Identification Number,Health Center Operational Schedule Description,Health Center Operating Calendar Surrogate Key,Health Center Operating Calendar,County or County Equivalent Federal Information Processing Standard Code,County Equivalent Name,County Description,Complete County Name,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,Name of U.S. Senator Number One,Name of U.S. Senator Number Two,HHS Region Code,HHS Region Name,U.S. - Mexico Border County Indicator,Congressional District Number,Congressional District Name,State FIPS and Congressional District Number Code,U.S. Congressional Representative Name,Uniform Resource Locator (URL) for a Member of the U.S. House of Representatives,Data Warehouse Record Create Date Text,Data Warehouse Record Create Date,BPHC Assigned Number,Site Open Date,Site Open Date Text,Site Added to Scope this Date,Site Add to Scope Date Text,BHCMIS Site Identification Number,Federally Qualified Health Center (FQHC) Look-Alike Number,Federally Qualified Health Center (FQHC) Look-Alike Organization Name,Federally Qualified Health Center (FQHC) Look-Alike Street Address,Federally Qualified Health Center (FQHC) Look-Alike Organization City,Federally Qualified Health Center (FQHC) Look-Alike Organization State,Federally Qualified Health Center (FQHC) Look-Alike Organization ZIP Code,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Name,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Telephone Number,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Email Address,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate
5058,John K Flynn Community Clinic,,805-983-6644,,168,90,H80CS00247,COUNTY OF VENTURA,U.S. Government Entity,N,N,N,N,Y,6226,7F068250-E10A-499B-B5B3-27C6CE55961E,16F73F36-E24D-4E17-A174-C72F43882F95,ESR_SCP,3100 N Rose Ave,Oxnard,CA,93036-1807,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,1,Year-Round,111,Ventura,County            ,Ventura County,6111,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,26,California District 26,626,Julia Brownley,http://juliabrownley.house.gov,3/19/18,3/19/18,BPS-H80-008516,5/28/08,5/28/08,6/12/08,6/12/08,98480,,,,,  ,,,,,-119.1548259,34.23378062
5064,The Vasek Polak Children's Clinic Family Health Center,09882A,562-366-5900,www.thechildrensclinic.org,45,1399,H80CS00264,Children's Clinic 'serving Children And Their Families' The,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,4928,64821F5F-139A-4940-BF5D-F139B3082570,F907B9FD-16B9-48C8-B639-93464C6517AC,ESR_SCP,1057 Pine Ave,Long Beach,CA,90813-3118,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,47,California District 47,647,Alan S. Lowenthal,http://lowenthal.house.gov,3/19/18,3/19/18,BPS-H80-001540,11/18/02,11/18/02,1/11/02,1/11/02,98820,,,,,  ,,,,,-118.1924051,33.78009516
5071,ARROYO VISTA FAMILY HEALTH CENTER ~ El Sereno Valley,09316B,323-222-1134 x0,www.arroyovista.org,50,1211,H80CS00374,ARROYO VISTA FAMILY HEALTH FOUNDATION,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,2373,2FE0128E-3C38-442D-ADB8-95F0DF094BE7,FD17DF5A-3ECC-46B6-AB29-29F5F78752DB,ESR_SCP,4815 Valley Blvd Ste C,Los Angeles,CA,90032-3300,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,34,California District 34,634,Jimmy Gomez,https://gomez.house.gov,3/19/18,3/19/18,BPS-H80-002058,1/2/01,1/2/01,1/2/01,1/2/01,93160,,,,,  ,,,,,-118.1796977,34.06637625
5080,Eisner Pediatric &amp; Family Medical Center Women&#39;s Health Center,,213-747-5542,,40,667,H80CS04223,Pediatric & Family Medical Center,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,11474,EBD5EFCB-A34A-448B-A48C-1AEEC84FE9BB,0C24B938-8C0A-4452-BA44-7094DC3E264C,ESR_SCP,1513 S Grand Ave Ste 220 # 250,Los Angeles,CA,90015-3075,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,34,California District 34,634,Jimmy Gomez,https://gomez.house.gov,3/19/18,3/19/18,BPS-H80-014796,,/,3/27/15,3/27/15,921340,,,,,  ,,,,,-118.2661166,34.03610297
5088,Mi Clinica,,619-662-4100,,52,435,H80CS10748,"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,Y,N,4258,568A380E-C91D-43F0-8694-2244C32326D2,04274B00-CCA3-4A32-9A6E-A9FAB3EB5BA1,ESR_SCP,1058 Third Ave,Chula Vista,CA,91911-2009,Y,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,51,California District 51,651,Juan Vargas,http://vargas.house.gov,3/19/18,3/19/18,BPS-H80-014567,,/,1/20/15,1/20/15,91080,,,,,  ,,,,,-117.0694697,32.61455057
5089,Gilroy Dental Center,,408-797-2510,,40,904,H80CS06646,"SAN JOSE FOOTHILL FAMILY COMMUNITY CLINIC, INC","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,7190,92A638CF-FBB6-4CEF-8938-0A1A5BE5207C,61F6F7BA-D655-4027-9BC7-1A2D33878502,ESR_SCP,9460 N Name Uno Ste 215,Gilroy,CA,95020-3532,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,85,Santa Clara,County            ,Santa Clara County,6085,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,20,California District 20,620,Jimmy Panetta,https://panetta.house.gov/,3/19/18,3/19/18,BPS-H80-019126,,/,1/11/17,1/11/17,925350,,,,,  ,,,,,-121.5739442,37.03683126
5093,"Los Angeles Christian Health Centers, Admin Office at LA Times",,213-893-1960 x126,,,1193,H80CS06674,Los Angeles Christian Health Centers,"Corporate Entity, Federal Tax Exempt",N,Y,N,Y,Y,9020,BA1651F7-33D9-44CD-A265-E68498D7C903,29BBDC5D-0A8E-4750-B1A4-F5E83684B6AC,ESR_SCP,202 W 1st St Ste 4-0435,Los Angeles,CA,90012-4299,N,Unknown,0,Unknown,1,Active,1,Permanent,1,Administrative,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,34,California District 34,634,Jimmy Gomez,https://gomez.house.gov,3/19/18,3/19/18,BPS-H80-014827,,/,4/14/15,4/14/15,921430,,,,,  ,,,,,-118.2448092,34.05312079
5114,North Orange County Regional Health Foundation,,,www.nocrhf.org,46.5,,,,, , , , , ,4034,521EA9AC-024C-424C-ABF8-70196B0AA477,721DC8FC-5232-449D-A68C-FAF5683D2988,FQHC_LKL,901 W Orangethorpe Ave,Fullerton,CA,92832-2826,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,59,Orange,County            ,Orange County,6059,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,39,California District 39,639,Edward R. Royce,http://www.royce.house.gov/,3/19/18,3/19/18,BPS-LAL-012109,11/20/00,11/20/00,10/16/12,10/16/12,,LAL00139,North Orange County Regional Health Foundation,901 W Orangethorpe Ave,Fullerton,CA,92832-2826,Renee  Kaminski,714-624-6210,Renee.kaminski@nocrhf.org,-117.9397935,33.85939345
5126,ChapCare Del Mar,,,www.chapcare.org,40,668,H80CS04220,COMMUNITY HEALTH ALLIANCE OF PASADENA,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,6450,83276315-18EF-4B73-85E9-96B2FE8DD841,81E62566-D310-4693-B17A-8CF558ADBB33,ESR_SCP,3160 E Del Mar Blvd,Pasadena,CA,91107-4649,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,27,California District 27,627,Judy Chu,http://chu.house.gov/,3/19/18,3/19/18,BPS-H80-008308,6/1/10,6/1/10,3/1/09,3/1/09,910140,,,,,  ,,,,,-118.0850129,34.14216852
5136,AltaMed PACE - Downey,,562-923-9414,www.altamed.org,40,1002,H80CS00142,AltaMed Health Services Corporation,"Corporate Entity, Federal Tax Exempt",N,Y,N,Y,N,4694,5FB678F6-7961-4DDD-9342-D58E84F94590,EA90AE72-AB54-428F-A353-C2933AC6A3E2,ESR_SCP,12130 Paramount Blvd,Downey,CA,90242-2339,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,40,California District 40,640,Lucille Roybal-Allard,https://roybal-allard.house.gov/,3/19/18,3/19/18,BPS-H80-007528,5/1/08,5/1/08,5/21/08,5/21/08,93110,,,,,  ,,,,,-118.1467178,33.93091461
5145,Wolves Wellness Center,,209-394-7913,,40,1310,H80CS02588,LIVINGSTON COMMUNITY HEALTH,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,12322,FDFA9F09-F315-4B70-BF40-F9CAEA1063A4,55189A00-9098-405E-9EA8-841776ABD6CA,ESR_SCP,1617 Main St,Livingston,CA,95334-1250,N,Unknown,2,School,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,47,Merced,County            ,Merced County,6047,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,16,California District 16,616,Jim Costa,http://costa.house.gov,3/19/18,3/19/18,BPS-H80-018443,,/,8/4/16,8/4/16,919630,,,,,  ,,,,,-120.7233956,37.37644567
5165,Kennedy High School,,818-368-3700,,10,129,H80CS04222,VALLEY COMMUNITY HEALTHCARE,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,7286,94EFBEDA-2F43-4E7E-A53A-668CC233DA04,37155773-0097-49C3-B157-DA0A8D6ADB5B,ESR_SCP,11254 Gothic Ave Rm S104,Granada Hills,CA,91344-3709,N,Urban,2,School,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,30,California District 30,630,Brad Sherman,http://bradsherman.house.gov/,3/19/18,3/19/18,BPS-H80-010275,10/5/09,10/5/09,12/29/10,12/29/10,95320,,,,,  ,,,,,-118.4884573,34.27498096
5171,Hill Country Counseling Center,,530-337-5758,,30,530,H80CS04226,Hill Country Community Clinic,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,1992,2835971C-5883-470C-8F1E-8E05A84D7395,8D8A6729-B4D5-4BA9-880D-C92057106E7C,ESR_SCP,2042 Market St,Redding,CA,96001-1926,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,89,Shasta,County            ,Shasta County,6089,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,1,California District 01,601,Doug LaMalfa,http://lamalfa.house.gov,3/19/18,3/19/18,BPS-H80-019200,,/,2/2/17,2/2/17,920440,,,,,  ,,,,,-122.3886922,40.57915197
5184,BORREGO COMMUNITY HEALTH FOUNDATION ADMINISTRATION,,760-767-6433,,,442,H80CS00287,BORREGO COMMUNITY HEALTH FOUNDATION,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,9218,BE316B46-446E-4D95-AFAC-D99819658DCF,CD84CB24-2F71-4E94-8115-F8805F83BD0E,ESR_SCP,"587 PALM CANYON, SUITE 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 21",BORREGO SPRINGS,CA,92004,U,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,1,Administrative,1,Health Center/Applicant,0,Unknown,0,Unknown,   ,,,Not Determined,     ,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX, ,0,Unknown,XX99,Unknown,Unknown,3/19/18,3/19/18,BPS-H80-021086,,/,9/11/17,9/11/17,99010,,,,,  ,,,,,,
5186,La Clinica de la Raza Fruitvale Village Clinic,,510-535-3302,,40,1426,H80CS00047,"ALAMEDA, COUNTY OF",U.S. Government Entity,N,N,N,N,Y,4265,569EBFA9-1DDF-4D0B-A71E-1AF3DF08F7B8,31257EA8-66CD-4DC3-87AE-12980094FA79,ESR_SCP,3451 E 12th St,Oakland,CA,94601-3463,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,3,Contractor,0,Unknown,0,Unknown,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,13,California District 13,613,Barbara Lee,http://lee.house.gov/,3/19/18,3/19/18,BPS-H80-018533,,/,8/23/16,8/23/16,90870,,,,,  ,,,,,-122.2234146,37.77570919
5193,Linda Vista Health Care Center,,858-279-0925,,40,326,H80CS02319,San Diego Family Care,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,10221,D2D42EE5-F4AD-4D7E-96D6-F9CD3710471D,F3E255E8-BDD4-495D-9B1A-3D8F3F20A929,ESR_SCP,6985 Linda Vista Rd,San Diego,CA,92111-6342,Y,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,53,California District 53,653,Susan A. Davis,https://susandavis.house.gov/,3/19/18,3/19/18,BPS-H80-021395,,/,11/2/05,11/2/05,911100,,,,,  ,,,,,-117.1695085,32.78766785
5203,FAMILY OPTICAL I,09123G,510-535-5500,www.laclinica.org,51,1302,H80CS00631,"LA CLINICA DE LA RAZA, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,3501,47001DF7-7C23-4A07-95FF-6532C6DC385D,66762CD4-A72E-49F9-A66B-B85E8952417E,ESR_SCP,3060 E 9th St Ste B,Oakland,CA,94601-2925,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,13,California District 13,613,Barbara Lee,http://lee.house.gov/,3/19/18,3/19/18,BPS-H80-004188,1/1/99,1/1/99,1/1/99,1/1/99,91230,,,,,  ,,,,,-122.2290477,37.77386171
5207,The Childrens Clinic - Long Beach Multiservice Center for the Homeless,,562-773-1147,,40,340,H80CS00139,Northeast Valley Health Corporation,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,2502,32BE387B-20A3-4274-B7B5-1CB06097C974,1D37FD4B-9E78-4B73-BE9D-0B72FE4C62E8,ESR_SCP,1301 W 12th St,Long Beach,CA,90813-2720,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,2,Subrecipient,1,Full-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,47,California District 47,647,Alan S. Lowenthal,http://lowenthal.house.gov,3/19/18,3/19/18,BPS-H80-013039,11/1/00,11/1/00,11/7/13,11/7/13,91000,,,,,  ,,,,,-118.208954,33.78183247
5220,Atascadero Health Center,,805-466-5000,www.all4health.org,44,839,H80CS12851,All For Health Health For All,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,11027,E3817930-5F72-4E2A-BB5D-6B6709E40B00,B877408B-FBA7-4AEB-B6C8-ADCA26B81927,ESR_SCP,5855 Capistrano Ave Ste D,Atascadero,CA,93422-7201,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,79,San Luis Obispo,County            ,San Luis Obispo County,6079,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,24,California District 24,624,Salud O. Carbajal,https://carbajal.house.gov/,3/19/18,3/19/18,BPS-H80-017994,,/,5/20/16,5/20/16,9.00E+08,,,,,  ,,,,,-120.6645073,35.48987608
5228,East Valley CHC - Pomona/Garey,,909-620-8088,evchc.org,63,474,H80CS00286,EAST VALLEY COMMUNITY HEALTH CENTER INC,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,9086,BB587F7C-3ED4-4216-A59C-740F7521E672,1DCD1144-0394-4357-8837-A388A8184413,ESR_SCP,1555 S Garey Ave,Pomona,CA,91766-5222,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,35,California District 35,635,Norma J. Torres,https://torres.house.gov/,3/19/18,3/19/18,BPS-H80-011383,3/1/13,3/1/13,5/1/12,5/1/12,99000,,,,,  ,,,,,-117.7497231,34.04316613
5229,OLE Health - St. Helena,,707-254-1774 x8226,,40,324,H80CS04219,OLE Health,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,11055,E42BD458-2E82-49DB-BBE2-5734979D7983,5CB0256D-2E77-4283-8512-A3FFAE11B3FC,ESR_SCP,1222 Pine St Ste A,Saint Helena,CA,94574-1830,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,55,Napa,County            ,Napa County,6055,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,5,California District 05,605,Mike Thompson,http://mikethompson.house.gov/,3/19/18,3/19/18,BPS-H80-014340,,/,10/17/14,10/17/14,92420,,,,,  ,,,,,-122.4722757,38.50588965
5230,SOUTHEAST HEALTH CENTER,09107I,415-671-7000,,40,876,H80CS00049,San Francisco Community Clinic Consortium,"Corporate Entity, Federal Tax Exempt",N,N,N,N,Y,7894,A1727D20-51A7-4AC6-A47C-DDC3D0BA1F00,7DB95483-0468-45EF-9041-887BB2477997,ESR_SCP,2401 Keith St,San Francisco,CA,94124-3231,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,2,Subrecipient,1,Full-Time,1,Year-Round,75,San Francisco,County            ,San Francisco County,6075,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,12,California District 12,612,Nancy Pelosi,http://pelosi.house.gov/,3/19/18,3/19/18,BPS-H80-001116,,/,1/6/90,1/6/90,91070,,,,,  ,,,,,-122.3924704,37.72589144
5243,Family HealthCare Network - Farmersville Health Center,,559-747-3450,www.fhcn.org,79,1375,H80CS00786,Family Healthcare Network,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,9830,CADCE406-8DC2-49F7-B36D-E34B084844D9,0408FCF0-4890-4CD2-B909-29C453BBA3B5,ESR_SCP,730 N Farmersville Blvd,Farmersville,CA,93223-1220,N,Rural,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,107,Tulare,County            ,Tulare County,6107,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,22,California District 22,622,Devin Nunes,http://nunes.house.gov/,3/19/18,3/19/18,BPS-H80-011508,1/27/12,1/27/12,6/14/12,6/14/12,93640,,,,,  ,,,,,-119.2070774,36.30332722
5246,Family Health Care Centers of Greater Los Angeles Administration,,562-928-9600,,40,1362,H80CS12858,"FAMILY HEALTH CARE CENTERS OF GREATER LOS ANGELES, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,3607,492D93CA-0E96-4BFC-B6B8-7CF1F9B23B9A,E4F88C8E-491A-4032-BAB0-9F90BCC953B6,ESR_SCP,6513 Garfield Ave,Bell Gardens,CA,90201-1805,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,1,Administrative,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,40,California District 40,640,Lucille Roybal-Allard,https://roybal-allard.house.gov/,3/19/18,3/19/18,BPS-H80-017644,,/,3/9/16,3/9/16,9.00E+05,,,,,  ,,,,,-118.147839,33.97240336
5247,MCHC - Plaza Del Sol,,707-472-4511,,,854,H80CS00628,"MENDOCINO COMMUNITY HEALTH CLINIC, INC.","Corporate Entity, Federal Tax Exempt",Y,Y,N,N,Y,138,02B610EE-992D-4EF3-A2FD-16535B2D2887,45E2034B-8A8B-4563-882B-11043079A2D7,ESR_SCP,776 S State St,Ukiah,CA,95482-5847,N,Rural,7,All Other Clinic Types,1,Active,1,Permanent,1,Administrative,1,Health Center/Applicant,1,Full-Time,1,Year-Round,45,Mendocino,County            ,Mendocino County,6045,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,2,California District 02,602,Jared Huffman,http://huffman.house.gov,3/19/18,3/19/18,BPS-H80-011923,8/1/12,8/1/12,7/23/12,7/23/12,91940,,,,,  ,,,,,-123.2060052,39.13994812
5256,Petaluma Health Center - Administration Offices,,707-559-7500,www.phealthcenter.org,,82,H80CS00587,"Petaluma Health Center, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,7210,93776106-2F16-4DE0-9726-7D06B1FCFDF8,50F9EDC2-76A3-48DD-9823-ADF9B99D836C,ESR_SCP,1455 N Mcdowell Blvd,Petaluma,CA,94954-6502,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,1,Administrative,1,Health Center/Applicant,0,Unknown,0,Unknown,97,Sonoma,County            ,Sonoma County,6097,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,2,California District 02,602,Jared Huffman,http://huffman.house.gov,3/19/18,3/19/18,BPS-H80-018631,,/,9/22/16,9/22/16,97880,,,,,  ,,,,,-122.6709887,38.27952951
5260,THE ACCELERATED SBHC CLINIC,09020C,323-232-2673,www.scfhc.org,40,758,H80CS00265,SOUTH CENTRAL FAMILY HEALTH CENTER,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,8002,A3D31532-53C3-42C8-8E7D-0B835A1BDFC7,91560B39-77C8-475B-A023-1B5BE6C960B9,ESR_SCP,4000 S Main St,Los Angeles,CA,90037-1022,N,Urban,2,School,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,40,California District 40,640,Lucille Roybal-Allard,https://roybal-allard.house.gov/,3/19/18,3/19/18,BPS-H80-007143,12/1/04,12/1/04,1/2/07,1/2/07,90200,,,,,  ,,,,,-118.2739641,34.01107805
5264,WEST BERKELEY FAMILY PRACTICE,09288D,510-981-4200,WWW.LIFELONGMEDICAL.ORG,40,609,H80CS00808,Lifelong Medical Care,"Corporate Entity, Federal Tax Exempt",N,Y,N,Y,N,669,0DA0D998-5590-40C6-9EE7-16D5CE1C8DEE,E8654F35-5044-4097-B4EE-548FDD425865,ESR_SCP,2031 6th St,Berkeley,CA,94710-2006,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,13,California District 13,613,Barbara Lee,http://lee.house.gov/,3/19/18,3/19/18,BPS-H80-001325,1/1/86,1/1/86,1/6/86,1/6/86,92880,,,,,  ,,,,,-122.2973601,37.86707012
5267,Northeast Community Clinic - Sun Valley,,818-252-7400,WWW.NECC.NET,30,,,,, , , , , ,8862,B6981774-8DC2-4A44-9135-C0D7309A0AC1,6EFD32FC-AA8E-47F9-B19A-BABA42086AD9,FQHC_LKL,8100 Sunland Blvd,Sun Valley,CA,91352-3948,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,29,California District 29,629,Tony Cíçrdenas,http://cardenas.house.gov,3/19/18,3/19/18,BPS-LAL-018005,,/,5/16/16,5/16/16,,LAL00033,"NORTHEAST COMMUNITY CLINIC, INC",200 E ANAHEIM ST,WILMINGTON,CA,90744-5809,Christopher T Lau,626-457-6900 x06,Clau@necc.net,-118.3700466,34.21775647
5270,"Southland Integrated Services, Inc.",,714-558-6009 x211,www.thevncoc.org,,769,H80CS28371,"Southland Integrated Services, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,9042,BA86E56F-CB90-42B3-9770-0F05300EBEBF,F065DF3E-0108-4286-9CD7-B8C1E9E1B67B,ESR_SCP,1618 W 1st St,Santa Ana,CA,92703-3614,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,1,Administrative,1,Health Center/Applicant,0,Unknown,0,Unknown,59,Orange,County            ,Orange County,6059,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,46,California District 46,646,J. Luis Correa,https://correa.house.gov/,3/19/18,3/19/18,BPS-H80-017159,,/,10/14/15,10/14/15,09E01142,,,,,  ,,,,,-117.8903302,33.74539949
5273,Bell Gardens High School School-Based Health Center,,562-928-9600,www.fhccgla.org,40,1362,H80CS12858,"FAMILY HEALTH CARE CENTERS OF GREATER LOS ANGELES, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,116,0258BF22-2FCA-4DD0-A347-52575657CF5D,3844C8EC-0779-4AEF-9B5F-803FD8B826DB,ESR_SCP,6119 Agra St,Bell Gardens,CA,90201-1705,N,Urban,2,School,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,40,California District 40,640,Lucille Roybal-Allard,https://roybal-allard.house.gov/,3/19/18,3/19/18,BPS-H80-015026,,/,5/5/15,5/5/15,9.00E+05,,,,,  ,,,,,-118.1542258,33.97562256
